Designation	Obsid	RA	DEC	S/N(g)	Subclass	Source
J051837.87+421552.2	252815019	79.657801	42.264508	50.84	A2	Shi et al. (2023)
J213025.59+475535.2	253202151	322.6066439	47.9264639	89.19	A2	Shi et al. (2023)
J213646.10+494739.4	253203207	324.1921147	49.7942836	137.08	A5	Hümmerich et al. (2020)
J214337.80+494041.9	253204202	325.9075025	49.6783322	122.28	A2	Hümmerich et al. (2020)
J215005.40+511418.3	253212048	327.5225317	51.2384306	70.65	A5	Shang et al. (2022)
J214814.24+510804.5	253212053	327.0593597	51.1346056	98.42	A5	Yang et al. (2024)
J213934.97+504002.1	253215201	324.8957156	50.6672689	61.92	A2	Shang et al. (2022)
J031731.28+495516.5	253601121	49.3803561	49.9212695	191.97	A2	Yang et al. (2024)
J031441.73+520318.9	253604065	48.6738957	52.055276	192.83	A1	Shi et al. (2023)
J032333.76+510336.6	253606235	50.890667	51.060169	107.38	A5	Hümmerich et al. (2020)
J032049.47+515001.9	253609231	50.2061333	51.8338662	135.67	A1	Yang et al. (2024)
J030503.47+504909.7	253610156	46.264461	50.819379	64.21	A1	Shi et al. (2023)
J032150.99+531917.1	253612025	50.462475	53.321436	56.05	A1	Shi et al. (2023)
J032503.12+531445.1	253612120	51.263038	53.245878	57.91	A5	Yang et al. (2024)
J032413.45+525937.7	253612153	51.0560697	52.9938239	196.75	A1	Hümmerich et al. (2020)
J032529.13+523213.8	253613133	51.3713787	52.5371914	264.07	A1	Yang et al. (2024)
J031327.59+525152.8	253615138	48.3649686	52.8646875	59.6	A1	Shang et al. (2022)
J053515.24+463342.6	253801131	83.8135	46.5618603	68.37	A1	Shang et al. (2022)
J053909.24+461117.3	253807171	84.7885144	46.1881447	226.49	A1	Hümmerich et al. (2020)
J053712.37+473528.5	253808024	84.3015694	47.5912636	98	F0	Yang et al. (2024)
J053008.91+504008.5	253811160	82.5371583	50.6690333	168.41	A5	Shang et al. (2022)
J054341.04+494033.1	253812112	85.9210353	49.6758731	55.11	A5	Shang et al. (2022)
J052823.82+491141.0	253815052	82.0992614	49.1947414	108.84	A2	Hümmerich et al. (2020)
J203742.66+411626.0	253907170	309.4277575	41.2739122	62.7	F0	Shang et al. (2022)
J203105.91+453053.7	253911173	307.7746403	45.5149219	77.07	A1	Shi et al. (2023)
J203312.23+441901.2	253915008	308.3009897	44.3170014	75.21	A1	Yang et al. (2024)
J022150.42+410135.4	254013229	35.460105	41.026515	90.67	A7	Qin et al. (2019)
J040144.41+132022.6	254105250	60.4350431	13.3396266	78.8	A6	Shang et al. (2022)
J040606.83+161907.6	254211187	61.5284853	16.3187856	97.42	A1	Shang et al. (2022)
J051800.77+184058.1	254315154	79.5032239	18.6828261	262.98	A1	Hümmerich et al. (2020)
J051523.41+183519.5	254316184	78.8475769	18.5887678	93.26	A1	Hümmerich et al. (2020)
J052055.30+340145.4	254901245	80.2304494	34.029305	77.1	A1	Shi et al. (2023)
J051756.42+343948.4	254902143	79.4851003	34.6634581	96.42	A2	Shi et al. (2023)
J053058.14+355916.1	254906090	82.7422525	35.9878144	97.16	A1	Yang et al. (2024)
J051539.57+360321.9	254910247	78.9148897	36.0561022	101.34	A2	Hümmerich et al. (2020)
J052450.53+380613.1	254911057	81.2105728	38.1036453	83.59	A2	Shi et al. (2023)
J052452.00+375954.2	254911069	81.2167036	37.9984106	89.76	A2	Yang et al. (2024)
J052422.18+383106.2	254911103	81.0924436	38.5184092	99.83	A2	Shi et al. (2023)
J051844.95+380605.3	254916072	79.6873233	38.1014753	116.07	A2	Hümmerich et al. (2020)
J052552.24+344817.3	255001129	81.4676714	34.8048211	110.35	A1	Qin et al. (2019)
J052643.64+341450.5	255001192	81.6818378	34.2473675	111.33	A1	Hümmerich et al. (2020)
J051717.29+362615.5	255003053	79.32169778	36.43764556	307.58	A1	Hümmerich et al. (2020)
J051928.38+363742.9	255003212	79.86748417	36.62860694	388.55	A1	Yang et al. (2024)
J051706.98+360058.8	255003226	79.2790886	36.0163381	137.14	A1	Shi et al. (2023)
J052244.67+345827.3	255005077	80.6861519	34.9742603	306.42	A1	Hümmerich et al. (2020)
J052805.24+343638.8	255007021	82.0218708	34.6108033	83.98	A3	Hümmerich et al. (2020)
J053020.88+360008.9	255008064	82.5870253	36.0024847	66.04	A1	Shi et al. (2023)
J052800.13+351644.0	255008108	82.0005744	35.2788936	101.43	A3	Hümmerich et al. (2020)
J053437.61+364648.8	255013027	83.6567486	36.7802422	55.82	A1	Shi et al. (2023)
J051812.81+370758.9	255015066	79.5534136	37.1330481	252.23	A1	Hümmerich et al. (2020)
J052059.64+374002.6	255015157	80.2485386	37.6673922	162.33	F0	Shang et al. (2022)
J051553.25+375517.7	255016200	78.9718844	37.9216017	65.72	A1	Shi et al. (2023)
J212719.61+401911.0	255202122	321.831729	40.319749	83.45	A2	Shang et al. (2022)
J212802.14+395946.6	255302124	322.0089503	39.9963008	171.74	A2	Hümmerich et al. (2020)
J214321.73+415129.4	255306127	325.8405433	41.8581736	305.99	A6	Shang et al. (2022)
J213820.12+404052.4	255307125	324.5838578	40.6812389	61.77	A2	Shi et al. (2023)
J213710.42+402056.7	255307163	324.293425	40.349092	297.32	A5	Hümmerich et al. (2020)
J213640.37+420944.1	255308039	324.168247	42.162257	61.39	A6	Shi et al. (2023)
J213112.87+434850.3	255311077	322.8037344	43.81364111	243.43	A2	Shi et al. (2023)
J213212.77+444658.3	255311145	323.053239	44.782874	168.5	A2	Shi et al. (2023)
J214029.69+432658.6	255312164	325.1233508	43.44961944	271.18	A3	Hümmerich et al. (2020)
J003543.13+465035.0	255403076	8.9297157	46.843059	63.9	A6	Shang et al. (2022)
J045226.04+271558.3	255608123	73.108501	27.266213	65.86	A1	Shi et al. (2023)
J070144.69-013353.6	255701144	105.436244	-1.564892	131.99	A1	Hümmerich et al. (2020)
J070008.40-012312.9	255701153	105.035008	-1.386923	71.17	A1	Shang et al. (2022)
J070305.59-020902.4	255701196	105.7733	-2.150685	106.33	A1	Hümmerich et al. (2020)
J065523.15-013848.3	255702149	103.846478	-1.646753	72.71	A1	Shi et al. (2023)
J065719.60+000306.7	255703174	104.331686	0.051872	97.52	A1	Shi et al. (2023)
J065832.42-002208.7	255704131	104.635109	-0.369085	120	A1	Shi et al. (2023)
J070120.90-012150.2	255705020	105.337109	-1.363953	50.08	A2	Shi et al. (2023)
J070004.95-010025.7	255705137	105.020664	-1.007155	166.31	A1	Hümmerich et al. (2020)
J070755.64-001724.5	255706094	106.981834	-0.290152	192.8	A1	Hümmerich et al. (2020)
J070155.26+010932.0	255709107	105.480275	1.158905	100.65	A1	Hümmerich et al. (2020)
J070423.57+005933.2	255709199	106.098239	0.992575	67.37	A2	Shang et al. (2022)
J065815.39+021919.6	255711163	104.564155	2.322114	213.27	A5	Hümmerich et al. (2020)
J065213.97+012826.2	255716005	103.0581456	1.47433194	76.22	A2	Shi et al. (2023)
J065552.24+013202.1	255716163	103.967699	1.533933	73.89	A1	Shang et al. (2022)
J011627.87+250924.1	256002118	19.11615	25.156713	140.32	A2	Hümmerich et al. (2020)
J062256.55+171508.3	256506167	95.735645	17.252328	61.28	A2	Shang et al. (2022)
J220500.91+043900.2	256807224	331.253795	4.650079	196.49	A5	Hümmerich et al. (2020)
J045519.31+374053.6	257002122	73.83047	37.681565	74.24	A1	Shi et al. (2023)
J045518.03+400428.9	257003204	73.825128	40.074712	92.6	A2	Yang et al. (2024)
J045828.73+385919.6	257005055	74.619719	38.988783	86.16	A1	Shang et al. (2022)
J045015.40+393146.0	257010003	72.564192	39.529461	68.13	A2	Bernhard et al. (2021)
J050919.10+394038.9	257013096	77.329589	39.677492	93.87	A1	Yang et al. (2024)
J045036.09+404708.5	257014004	72.650389	40.785695	51.94	A2	Shi et al. (2023)
J045522.79+402559.0	257015055	73.84498	40.433061	92.23	A1	Shi et al. (2023)
J052254.93+134638.7	257103069	80.7288814	13.7774264	272.23	A3	Hümmerich et al. (2020)
J052539.09+123709.8	257105226	81.4129056	12.6194061	57.82	A2	Shang et al. (2022)
J053347.07+132207.4	257108073	83.4461431	13.3687422	232.89	A2	Hümmerich et al. (2020)
J052851.80+160518.5	257111222	82.2158669	16.0884725	60.13	A5	Shang et al. (2022)
J052242.63+141708.0	257114096	80.6776308	14.2855689	74.7	A2	Yang et al. (2024)
J011720.27+455525.2	257207187	19.334467	45.923673	63.57	A1	Shang et al. (2022)
J065834.63+282752.9	257605084	104.64431	28.464702	110.29	A2	Hümmerich et al. (2020)
J030459.32+351024.5	257714032	46.2472003	35.1734881	130.27	A7	Hümmerich et al. (2020)
J053949.82+172800.9	258004155	84.95761	17.466938	64.51	A1	Shang et al. (2022)
J054043.62+163908.6	258005166	85.181772	16.652393	58.41	A2	Shang et al. (2022)
J054649.96+164231.1	258006239	86.708179	16.708647	68.7	A1	Shi et al. (2023)
J054731.37+181807.6	258013168	86.880719	18.302115	94.15	A2	Shang et al. (2022)
J054144.60+155002.8	258101145	85.435867	15.834131	96.95	A1	Shang et al. (2022)
J053957.05+172928.0	258104155	84.987712	17.49112	120.39	F0	Shang et al. (2022)
J054931.78+174711.4	258113224	87.382431	17.786505	99.46	A1	Bernhard et al. (2021)
J211315.32+252049.2	258316204	318.31385	25.347008	55.58	A2	Shi et al. (2023)
J211431.06+252304.3	258416183	318.6294294	25.3845486	114.81	A6	Yang et al. (2024)
J052857.86+275600.0	258901194	82.241104	27.933354	57.46	A1	Shi et al. (2023)
J052327.42+294738.5	258903047	80.864279	29.794038	92.46	A3	Yang et al. (2024)
J053733.83+293431.7	258906154	84.390996	29.575479	93.5	A1	Shi et al. (2023)
J052859.92+315614.2	258911068	82.249681	31.937298	70.14	A5	Yang et al. (2024)
J005732.27+524840.6	259403215	14.384492	52.810497	331.81	A1	Shi et al. (2023)
J010259.84+512737.0	259405040	15.7493475	51.46029	60.58	A5	Yang et al. (2024)
J004947.16+525208.2	259414235	12.445101	52.868955	285.11	A2	Renson & Manfroid (2009)
J005937.83+532354.0	259415226	14.9076565	53.3983384	198.42	A1	Hümmerich et al. (2020)
J023603.25+410111.9	259610212	39.013571	41.019974	93.69	A5	Shang et al. (2022)
J024738.41+433809.7	259612241	41.910065	43.636048	73.15	A5	Shang et al. (2022)
J035748.80+382031.0	259701052	59.4533703	38.3419481	89.33	A1	Shi et al. (2023)
J035328.65+401211.4	259703075	58.3693753	40.2031753	247.5	A1	Hümmerich et al. (2020)
J040106.90+392527.6	259704091	60.2787903	39.4243511	67.86	A2	Yang et al. (2024)
J040609.75+392329.0	259708129	61.5406578	39.3914011	83.44	A7	Yang et al. (2024)
J040306.60+391750.3	259708172	60.7775236	39.2973092	112.32	F0	Yang et al. (2024)
J034834.07+391150.8	259710091	57.1419617	39.1974703	194.37	A3	Hümmerich et al. (2020)
J034731.69+394858.2	259710136	56.8820756	39.8161831	238.4	A2	Hümmerich et al. (2020)
J035632.38+413305.9	259716116	59.1349272	41.5516575	92.49	A2	Shang et al. (2022)
J052718.48-012726.1	259809052	81.8270147	-1.4572575	108.38	A2	Hümmerich et al. (2020)
J040229.21+042635.6	260112166	60.621349	4.443503	85.43	A1	Shang et al. (2022)
J032218.06+305737.7	260504145	50.5752867	30.9604881	72.36	A1	Shang et al. (2022)
J032252.44+320514.7	260515117	50.7185408	32.0874189	220.18	A2	Hümmerich et al. (2020)
J040942.74+291719.8	260612136	62.4280978	29.2888358	76.34	A5	Shang et al. (2022)
J203012.93+413750.4	260702063	307.5538886	41.6306669	214.91	A1	Hümmerich et al. (2020)
J202924.63+411507.6	260702104	307.3526331	41.2521356	154.26	A1	Hümmerich et al. (2020)
J204330.59+430832.5	260706036	310.877469	43.142381	52.94	A1	Shang et al. (2022)
J203813.43+442217.0	260709064	309.557	44.37176	331.82	A1	Hümmerich et al. (2020)
J202416.52+434141.9	260714184	306.068835	43.694977	188.11	A1	Hümmerich et al. (2020)
J202755.24+452311.0	260716038	306.9801681	45.3864	80.94	A1	Shi et al. (2023)
J212551.26+125029.9	260815054	321.4635911	12.8416597	97.78	A1	Shang et al. (2022)
J224146.84+521705.7	260901219	340.4441261	52.28493611	330.87	A2	Hümmerich et al. (2020)
J224503.87+551319.6	260904215	341.266151	55.222127	76.11	A2	Yang et al. (2024)
J223811.04+533238.4	260905222	339.5460144	53.5440022	224.11	A2	Hümmerich et al. (2020)
J225245.93+531333.8	260907062	343.191381	53.226063	234.56	A2	Hümmerich et al. (2020)
J224755.70+555330.5	260909072	341.9821178	55.8918192	57.58	A1	Shang et al. (2022)
J225203.94+550719.2	260909127	343.01643	55.122021	57.59	A5	Shang et al. (2022)
J224511.60+564403.9	260911120	341.298367	56.734438	96.49	A1	Shang et al. (2022)
J225558.72+561559.4	260912121	343.994706	56.266523	85.31	A5	Shang et al. (2022)
J225656.56+551017.2	260913041	344.235686	55.171469	174	A2	Hümmerich et al. (2020)
J222640.42+545105.7	260914040	336.6684531	54.8516003	110.03	A2	Hümmerich et al. (2020)
J222557.58+550252.5	260914233	336.489942	55.047939	64.44	A2	Shi et al. (2023)
J223257.06+563316.2	260916047	338.237788	56.554518	55.35	A2	Shi et al. (2023)
J030759.91+452730.7	263602105	46.999134	45.458543	408	A1	Hümmerich et al. (2020)
J030708.46+460837.7	263602242	46.785274	46.143806	220.93	A1	Hümmerich et al. (2020)
J031043.71+480727.8	263604028	47.682145	48.124412	160.49	A3	Hümmerich et al. (2020)
J032408.42+472013.1	263606127	51.035109	47.336994	84.51	A5	Shang et al. (2022)
J030339.08+472125.5	263610242	45.912844	47.357094	159.79	A2	Hümmerich et al. (2020)
J030614.98+485615.0	263616158	46.56211	48.938101	430.7	A2	Hümmerich et al. (2020)
J030447.29+491636.5	263616168	46.197047	49.276808	61.94	A5	Shi et al. (2023)
J030546.58+494728.7	263616228	46.444117	49.791332	189.2	A1	Shi et al. (2023)
J041542.45+442851.1	263701217	63.9268906	44.4808878	55.28	A2	Shang et al. (2022)
J041811.54+452108.3	263705023	64.5480989	45.3523075	88.68	A3	Shi et al. (2023)
J042721.93+455559.0	263706188	66.8414081	45.9330803	84.74	A5	Shang et al. (2022)
J042032.15+450915.0	263707028	65.1339994	45.1541875	261.56	A1	Shang et al. (2022)
J042248.93+474138.0	263709074	65.7038769	47.6938994	307.98	A3	Bernhard et al. (2021)
J042126.37+480751.2	263709084	65.3599128	48.1309064	148.04	A2	Shang et al. (2022)
J040511.96+471903.4	263714223	61.2998556	47.3176306	140.32	A3	Hümmerich et al. (2020)
J041355.84+473428.9	263715230	63.48268	47.5747119	63.62	A1	Shi et al. (2023)
J054844.18+522027.9	263806143	87.1841158	52.3410958	197.79	A6	Hümmerich et al. (2020)
J074919.49+051551.8	263916149	117.331238	5.264396	367.2	A5	Shi et al. (2023)
J033620.54+575723.8	264405234	54.0856	57.956633	159.81	A1	Hümmerich et al. (2020)
J034957.85+584620.8	264408080	57.4910619	58.7724658	57.05	A2	Bernhard et al. (2021)
J034550.78+592754.7	264409154	56.461586	59.465215	129.21	A1	Hümmerich et al. (2020)
J032623.18+583542.0	264410018	51.5966061	58.5950164	84.46	A5	Shang et al. (2022)
J041108.39+224931.9	264506214	62.78562861	22.82536861	442.13	A2	Shang et al. (2022)
J040832.16+243436.7	264509187	62.1340367	24.5768869	236.5	F0	Shi et al. (2023)
J054014.63+535418.3	264602043	85.0609961	53.9050903	66.96	A1	Shi et al. (2023)
J053901.26+540638.5	264610028	84.75387889	54.1107075	253.03	A7	Hümmerich et al. (2020)
J053910.74+541727.3	264610034	84.7947825	54.2909181	56.07	A1	Shi et al. (2023)
J053749.62+541330.7	264610194	84.4567897	54.2252128	177.75	A1	Hümmerich et al. (2020)
J062714.28+515557.6	264714034	96.8095344	51.9326747	58.75	A2	Shang et al. (2022)
J061757.75+363556.6	265115028	94.490659	36.59906	69.69	A3	Yang et al. (2024)
J061331.04+363118.5	265115161	93.379356	36.52183	60.83	A2	Shi et al. (2023)
J042020.11+361613.5	265206072	65.0838017	36.2704378	59.58	A2	Yang et al. (2024)
J040213.87+370957.1	265214091	60.55724139	37.16587194	312.31	A2	Hümmerich et al. (2020)
J063808.22-020649.8	265702165	99.534289	-2.113838	74.57	A1	Shi et al. (2023)
J064513.73-005452.9	265704007	101.3072461	-0.9147014	60.91	A7	Shang et al. (2022)
J064524.45-020257.8	265705013	101.351896	-2.049414	106.4	A1	Hümmerich et al. (2020)
J064636.75-021019.0	265705024	101.6531308	-2.1719542	80.57	A1	Shi et al. (2023)
J065512.16-000538.6	265713018	103.8006983	-0.0940636	79.2	A2	Shi et al. (2023)
J065238.50-003635.8	265713081	103.160434	-0.609957	107.83	A2	Shang et al. (2022)
J091353.86+534824.2	265816151	138.474444	53.806746	121.08	F0	Shang et al. (2022)
J050909.47+171217.1	266208223	77.28949	17.20476	121.25	A1	Shang et al. (2022)
J072031.89+022923.7	266502212	110.132875	2.489942	148.02	A2	Hümmerich et al. (2020)
J072009.48+023611.1	266502219	110.039529	2.603101	156.31	A5	Shang et al. (2022)
J071653.67+050509.4	266514120	109.223637	5.085951	210.09	A1	Hümmerich et al. (2020)
J071137.13+145114.6	267002051	107.90472	14.854082	117.84	A5	Shang et al. (2022)
J070837.00+164450.5	267003075	107.15418	16.747363	145.68	A2	Hümmerich et al. (2020)
J070827.49+155243.1	267010216	107.11458	15.878647	106.69	A7	Shang et al. (2022)
J233537.60+091744.9	267613139	353.9066983	9.2958208	78.75	A5	Yang et al. (2024)
J232451.07+100431.9	267616164	351.2128272	10.0755402	372.59	A1	Yang et al. (2024)
J062438.29+151552.3	267701152	96.159578	15.264533	97.51	A5	Yang et al. (2024)
J062513.47+151050.2	267701161	96.306165	15.180619	100.55	A1	Hümmerich et al. (2020)
J061719.74+153127.5	267702077	94.332274	15.524306	85.73	A2	Bernhard et al. (2021)
J062025.28+164738.4	267703097	95.105335	16.794007	118.42	A1	Shang et al. (2022)
J061947.33+162032.0	267703238	94.947248	16.342237	112.38	A5	Bauer-Fasching et al. (2024)
J062802.29+151202.1	267707043	97.009546	15.200591	84.73	A1	Bauer-Fasching et al. (2024)
J062859.49+152440.2	267707108	97.247911	15.41117	51.2	A5	Qin et al. (2019)
J062848.87+165211.4	267708026	97.203636	16.86986	119.7	A1	Shang et al. (2022)
J062921.80+165315.3	267708031	97.340874	16.887606	106.03	A2	Hümmerich et al. (2020)
J062742.82+154206.2	267708216	96.928449	15.701724	56.17	A1	Shang et al. (2022)
J062632.08+175637.1	267709119	96.633684	17.943645	56.43	A1	Shi et al. (2023)
J062715.76+174930.0	267709169	96.815698	17.825	111.5	A1	Hümmerich et al. (2020)
J062759.86+172007.8	267709210	96.999444	17.335522	114.69	A1	Hümmerich et al. (2020)
J062415.01+190901.2	267711196	96.062583	19.150343	102.71	A2	Bauer-Fasching et al. (2024)
J063138.96+184622.1	267712182	97.912345	18.772808	52.94	A3	Shi et al. (2023)
J063236.58+170759.2	267713085	98.152429	17.133138	72.84	A2	Shi et al. (2023)
J062229.78+183112.2	267716102	95.624099	18.520059	99.87	A1	Shang et al. (2022)
J062544.31+143659.9	267801022	96.434642	14.616645	86.87	A2	Shang et al. (2022)
J062652.56+145451.6	267801117	96.719026	14.914353	112.83	A1	Shi et al. (2023)
J062451.14+152611.6	267801168	96.213094	15.436576	139.93	A1	Hümmerich et al. (2020)
J062248.54+144850.5	267801231	95.70229	14.814032	109.4	A1	Hümmerich et al. (2020)
J062026.02+164821.3	267803097	95.108425	16.805919	156.31	A6	Shang et al. (2022)
J062630.83+171904.2	267804051	96.628486	17.317861	103.91	A2	Hümmerich et al. (2020)
J062529.19+160620.2	267805122	96.371641	16.105619	102.6	A3	Hümmerich et al. (2020)
J062511.12+160439.7	267805167	96.296356	16.077721	112.27	A2	Hümmerich et al. (2020)
J062832.29+150924.2	267807008	97.134562	15.156749	108.36	A6	Hümmerich et al. (2020)
J062849.58+153654.9	267807107	97.20661	15.61526	98.7	A2	Shang et al. (2022)
J062844.12+185544.5	267812054	97.183837	18.929046	85.09	A1	Shang et al. (2022)
J063316.20+180214.2	267813187	98.31754	18.037303	52.27	A2	Shi et al. (2023)
J092811.69-030126.7	267907048	142.0487245	-3.0241028	83.42	A6	Shang et al. (2022)
J062224.69+162335.6	268003052	95.60291	16.393248	96.29	A2	Shi et al. (2023)
J062614.15+164334.9	268003144	96.558973	16.726384	169.89	A1	Hümmerich et al. (2020)
J062647.61+155632.8	268004178	96.698411	15.94247	81.36	A2	Shi et al. (2023)
J062833.01+162806.1	268004188	97.137552	16.468375	140.45	A1	Hümmerich et al. (2020)
J062700.73+153645.9	268005055	96.753069	15.612763	119.4	A1	Hümmerich et al. (2020)
J063528.79+154429.2	268006078	98.869989	15.741471	72.64	A1	Shi et al. (2023)
J063801.75+151906.8	268006114	99.507307	15.318569	91.67	A1	Shang et al. (2022)
J063457.68+144325.0	268007088	98.740366	14.723637	65.62	A2	Shi et al. (2023)
